EA2
Population Size	Generations	Mutation Rate	Crossover Rate	Breading Population Size	Tournament Size	Elite Size
20	5000	0.0125	0.95	5	2	1
Current Generation	Average Fitness	Best Fitness	Mutation Rate
4500	-15999.05	-8576	0.1
4600	-18717.25	-8576	0.1
4700	-16340.05	-8576	0.1
4800	-19791.95	-8576	0.1
4900	-17746.6	-8576	0.1
Total Time: 40.30728507041931
Best Route: 22 1 32 49 36 35 34 39 40 37 38 24 48 5 15 6 4 25 46 44 16 50 20 23 31 18 3 45 19 41 8 9 10 43 33 51 12 28 27 26 47 14 13 52 11 29 30 42 7 2 21 17 
Fitness=-8576

EA2
Population Size	Generations	Mutation Rate	Crossover Rate	Breading Population Size	Tournament Size	Elite Size
20	5000	0.1	0.95	5	2	1
Current Generation	Average Fitness	Best Fitness	Mutation Rate
0	-28716.35	-8980	0.1
100	-17245.05	-8980	0.1
200	-20216.45	-8980	0.1
300	-20522.85	-8964	0.1
400	-17614.3	-8925	0.1
500	-15910.25	-8785	0.1
600	-19922.2	-8785	0.1
700	-19515.5	-8785	0.1
800	-16688.45	-8785	0.1
900	-20538.1	-8785	0.1
1000	-17517.25	-8785	0.1
1100	-21056.7	-8785	0.1
1200	-20315.1	-8785	0.1
1300	-21581.2	-8785	0.1
1400	-19155.9	-8785	0.1
1500	-17949.6	-8785	0.1
1600	-18922.6	-8705	0.1
1700	-18548.25	-8705	0.1
1800	-22152.1	-8705	0.1
1900	-14550.0	-8705	0.1
2000	-19791.2	-8705	0.1
2100	-19416.75	-8705	0.1
2200	-17544.4	-8705	0.1
2300	-15113.7	-8705	0.1
2400	-20665.35	-8705	0.1
2500	-19054.35	-8705	0.1
2600	-19004.65	-8705	0.1
2700	-16919.7	-8705	0.1
2800	-16134.55	-8705	0.1
2900	-20927.75	-8705	0.1
3000	-16508.3	-8692	0.1
3100	-18206.95	-8692	0.1
3200	-17483.65	-8640	0.1
3300	-23969.4	-8640	0.1
3400	-18235.5	-8640	0.1
3500	-22931.2	-8640	0.1
3600	-20944.55	-8640	0.1
3700	-17332.55	-8638	0.1
3800	-23135.35	-8638	0.1
3900	-20793.45	-8638	0.1
4000	-16453.3	-8638	0.1
4100	-24421.1	-8638	0.1
4200	-23953.6	-8638	0.1
4300	-17314.6	-8638	0.1
4400	-17877.9	-8620	0.1
4500	-15291.25	-8620	0.1
4600	-22097.95	-8620	0.1
4700	-16600.15	-8620	0.1
4800	-22603.3	-8620	0.1
4900	-17006.0	-8620	0.1
Total Time: 39.96311616897583
Best Route: 50 20 23 31 18 3 45 19 41 8 10 9 43 33 51 12 28 27 26 47 14 13 52 11 29 30 42 2 7 17 21 22 1 32 49 35 36 34 39 40 38 37 48 24 5 15 6 4 25 46 44 16 
Fitness=-8620

EA2
Population Size	Generations	Mutation Rate	Crossover Rate	Breading Population Size	Tournament Size	Elite Size
20	5000	0.1	0.95	5	2	1
Current Generation	Average Fitness	Best Fitness	Mutation Rate
0	-28392.15	-8980	0.1
100	-22158.5	-8980	0.1
200	-15868.95	-8980	0.1
300	-16886.5	-8980	0.1
400	-18197.15	-8980	0.1
500	-14787.95	-8980	0.1
600	-21641.9	-8980	0.1
700	-17158.35	-8980	0.1
800	-22877.4	-8963	0.1
900	-19615.2	-8963	0.1
1000	-20966.1	-8963	0.1
1100	-21628.4	-8963	0.1
1200	-15419.15	-8963	0.1
1300	-18629.75	-8963	0.1
1400	-23992.05	-8963	0.1
1500	-17900.2	-8963	0.1
1600	-18301.7	-8963	0.1
1700	-20482.15	-8963	0.1
1800	-17549.25	-8963	0.1
1900	-22428.35	-8963	0.1
2000	-19547.1	-8963	0.1
2100	-16614.65	-8963	0.1
2200	-23111.4	-8963	0.1
2300	-22423.45	-8963	0.1
2400	-19226.8	-8963	0.1
2500	-20256.6	-8963	0.1
2600	-18074.85	-8963	0.1
2700	-21013.95	-8963	0.1
2800	-16835.65	-8963	0.1
2900	-16907.5	-8963	0.1
3000	-16961.4	-8963	0.1
3100	-19216.5	-8963	0.1
3200	-17950.65	-8963	0.1
3300	-20445.95	-8963	0.1
3400	-19072.65	-8963	0.1
3500	-21484.0	-8963	0.1
3600	-17243.3	-8963	0.1
3700	-15214.85	-8963	0.1
3800	-20091.3	-8963	0.1
3900	-18163.9	-8896	0.1
4000	-20868.4	-8814	0.1
4100	-16466.8	-8814	0.1
4200	-16335.55	-8814	0.1
4300	-17919.8	-8814	0.1
4400	-18239.8	-8814	0.1
4500	-19079.8	-8811	0.1
4600	-15435.35	-8811	0.1
4700	-17988.55	-8811	0.1
4800	-21864.95	-8811	0.1
4900	-16505.7	-8811	0.1
Total Time: 40.207277059555054
Best Route: 22 1 32 49 36 35 34 39 40 38 37 48 5 15 24 6 4 25 46 44 50 16 20 23 31 18 3 45 19 41 8 9 10 43 33 51 12 28 27 26 47 13 14 52 11 29 30 42 2 7 21 17 
Fitness=-8811

EA2
Population Size	Generations	Mutation Rate	Crossover Rate	Breading Population Size	Tournament Size	Elite Size
20	5000	0.1	0.95	5	2	1
Current Generation	Average Fitness	Best Fitness	Mutation Rate
0	-29199.95	-8980	0.1
100	-18223.0	-8980	0.1
200	-16858.25	-8980	0.1
300	-21282.2	-8980	0.1
400	-22396.55	-8980	0.1
500	-15795.65	-8980	0.1
600	-17053.05	-8980	0.1
700	-16737.65	-8980	0.1
800	-18319.05	-8980	0.1
900	-16828.8	-8841	0.1
1000	-21615.0	-8841	0.1
1100	-22641.9	-8841	0.1
1200	-20731.4	-8841	0.1
1300	-22852.85	-8841	0.1
1400	-21240.05	-8841	0.1
1500	-19620.85	-8841	0.1
1600	-18925.65	-8841	0.1
1700	-19226.45	-8841	0.1
1800	-19657.35	-8836	0.1
1900	-15985.45	-8836	0.1
2000	-20689.65	-8836	0.1
2100	-22664.85	-8836	0.1
2200	-17551.85	-8836	0.1
2300	-16406.45	-8836	0.1
2400	-21273.7	-8836	0.1
2500	-22294.4	-8836	0.1
2600	-15081.55	-8836	0.1
2700	-17604.8	-8836	0.1
2800	-25173.65	-8836	0.1
2900	-18865.05	-8836	0.1
3000	-16657.1	-8836	0.1
3100	-19025.55	-8836	0.1
3200	-16275.7	-8836	0.1
3300	-17227.9	-8836	0.1
3400	-19932.05	-8836	0.1
3500	-18031.9	-8836	0.1
3600	-16950.85	-8836	0.1
3700	-15427.45	-8836	0.1
3800	-19446.1	-8836	0.1
3900	-16737.9	-8836	0.1
4000	-18812.55	-8836	0.1
4100	-17460.05	-8836	0.1
4200	-19296.6	-8836	0.1
4300	-19503.9	-8836	0.1
4400	-18419.9	-8836	0.1
4500	-15099.1	-8836	0.1
4600	-17643.8	-8836	0.1
4700	-20524.0	-8836	0.1
4800	-20770.55	-8836	0.1
4900	-18323.6	-8836	0.1
Total Time: 39.821333169937134
Best Route: 51 12 28 27 26 47 13 14 52 11 29 30 21 17 42 7 2 22 1 49 32 36 35 34 39 40 37 38 48 24 5 15 6 4 25 46 44 16 50 20 23 31 18 3 19 45 41 8 9 10 43 33 
Fitness=-8836

EA2
Population Size	Generations	Mutation Rate	Crossover Rate	Breading Population Size	Tournament Size	Elite Size
20	5000	0.1	0.95	5	2	1
Current Generation	Average Fitness	Best Fitness	Mutation Rate
0	-28913.4	-8980	0.1
100	-17605.8	-8980	0.1
200	-17942.9	-8980	0.1
300	-17361.55	-8980	0.1
400	-16398.85	-8980	0.1
500	-19071.0	-8980	0.1
600	-19859.05	-8980	0.1
700	-22534.5	-8980	0.1
800	-21915.0	-8980	0.1
900	-15925.5	-8980	0.1
1000	-19590.05	-8980	0.1
1100	-18651.7	-8980	0.1
1200	-18042.95	-8980	0.1
1300	-19836.45	-8980	0.1
1400	-16590.8	-8980	0.1
1500	-16057.85	-8941	0.1
1600	-18554.4	-8941	0.1
1700	-19688.15	-8941	0.1
1800	-19959.2	-8924	0.1
1900	-20867.75	-8924	0.1
2000	-18300.1	-8924	0.1
2100	-24747.6	-8814	0.1
2200	-15901.75	-8814	0.1
2300	-26107.65	-8814	0.1
2400	-16788.8	-8814	0.1
2500	-19329.75	-8814	0.1
2600	-19691.4	-8814	0.1
2700	-18713.75	-8814	0.1
2800	-20890.05	-8814	0.1
2900	-18766.15	-8814	0.1
3000	-19985.05	-8814	0.1
3100	-16227.4	-8814	0.1
3200	-16522.4	-8814	0.1
3300	-19418.55	-8814	0.1
3400	-18448.95	-8814	0.1
3500	-19478.75	-8814	0.1
3600	-17265.7	-8814	0.1
3700	-14820.25	-8814	0.1
3800	-15136.85	-8814	0.1
3900	-17529.45	-8814	0.1
4000	-24805.3	-8814	0.1
4100	-18014.7	-8814	0.1
4200	-16396.85	-8814	0.1
4300	-16602.0	-8814	0.1
4400	-21605.6	-8814	0.1
4500	-15734.1	-8814	0.1
4600	-20637.55	-8814	0.1
4700	-16455.9	-8814	0.1
4800	-19233.9	-8814	0.1
4900	-14902.15	-8814	0.1
Total Time: 40.024964809417725
Best Route: 31 18 3 45 19 41 8 9 10 43 33 51 12 28 27 26 47 13 14 52 11 29 30 21 17 42 7 2 1 22 32 49 36 34 35 39 40 38 37 48 24 5 15 6 4 25 46 44 16 50 20 23 
Fitness=-8814

EA2
Population Size	Generations	Mutation Rate	Crossover Rate	Breading Population Size	Tournament Size	Elite Size
20	5000	0.1	0.95	5	2	1
Current Generation	Average Fitness	Best Fitness	Mutation Rate
0	-28977.25	-8980	0.1
100	-24791.85	-8980	0.1
200	-17697.2	-8980	0.1
300	-21873.8	-8980	0.1
400	-17469.2	-8980	0.1
500	-17601.75	-8901	0.1
600	-16656.9	-8901	0.1
700	-17574.25	-8901	0.1
800	-19215.3	-8901	0.1
900	-18345.25	-8901	0.1
1000	-23320.4	-8901	0.1
1100	-18970.45	-8901	0.1
1200	-17541.05	-8901	0.1
1300	-19967.1	-8901	0.1
1400	-18133.05	-8901	0.1
1500	-21057.75	-8901	0.1
1600	-20415.4	-8901	0.1
1700	-20606.55	-8896	0.1
1800	-19924.8	-8896	0.1
1900	-20004.9	-8896	0.1
2000	-17999.55	-8896	0.1
2100	-17013.65	-8784	0.1
2200	-15722.15	-8784	0.1
2300	-21074.25	-8784	0.1
2400	-18401.25	-8784	0.1
2500	-16863.0	-8784	0.1
2600	-19185.2	-8784	0.1
2700	-17049.85	-8784	0.1
2800	-18251.8	-8784	0.1
2900	-24550.6	-8731	0.1
3000	-19839.6	-8731	0.1
3100	-23644.35	-8726	0.1
3200	-18387.5	-8726	0.1
3300	-23231.6	-8726	0.1
3400	-21529.45	-8726	0.1
3500	-23012.95	-8726	0.1
3600	-23812.05	-8726	0.1
3700	-16237.7	-8665	0.1
3800	-18588.9	-8665	0.1
3900	-20644.85	-8665	0.1
4000	-26139.8	-8648	0.1
4100	-21283.3	-8648	0.1
4200	-23080.15	-8648	0.1
4300	-21808.9	-8648	0.1
4400	-18517.7	-8648	0.1
4500	-21428.2	-8648	0.1
4600	-20894.9	-8648	0.1
4700	-19121.55	-8630	0.1
4800	-17993.25	-8630	0.1
4900	-20146.7	-8615	0.1
Total Time: 39.99969696998596
Best Route: 22 1 32 49 36 35 34 39 40 37 38 48 24 5 15 6 4 25 46 44 16 50 20 23 31 18 3 45 19 41 8 9 10 43 33 51 12 28 27 26 47 14 13 52 11 29 30 21 42 2 7 17 
Fitness=-8615

EA2
Population Size	Generations	Mutation Rate	Crossover Rate	Breading Population Size	Tournament Size	Elite Size
20	5000	0.1	0.95	5	2	1
Current Generation	Average Fitness	Best Fitness	Mutation Rate
0	-28179.65	-8980	0.1
100	-16232.65	-8980	0.1
200	-20590.85	-8973	0.1
300	-15108.65	-8973	0.1
400	-21976.4	-8973	0.1
500	-18393.9	-8794	0.1
600	-20067.85	-8733	0.1
700	-16404.5	-8733	0.1
800	-21886.45	-8733	0.1
900	-22634.1	-8694	0.1
1000	-18013.0	-8694	0.1
1100	-19269.2	-8694	0.1
1200	-15414.9	-8694	0.1
1300	-17585.95	-8694	0.1
1400	-18051.95	-8694	0.1
1500	-17920.9	-8694	0.1
1600	-17572.45	-8694	0.1
1700	-19420.5	-8694	0.1
1800	-15142.2	-8694	0.1
1900	-17385.15	-8694	0.1
2000	-22656.55	-8694	0.1
2100	-20925.6	-8694	0.1
2200	-17208.45	-8694	0.1
2300	-17518.45	-8694	0.1
2400	-18612.6	-8694	0.1
2500	-17503.05	-8694	0.1
2600	-17613.7	-8694	0.1
2700	-15548.0	-8694	0.1
2800	-18077.35	-8694	0.1
2900	-18083.05	-8694	0.1
3000	-16974.3	-8694	0.1
3100	-19329.4	-8694	0.1
3200	-20989.15	-8694	0.1
3300	-18372.8	-8694	0.1
3400	-24440.95	-8694	0.1
3500	-18831.95	-8694	0.1
3600	-19250.3	-8694	0.1
3700	-16284.4	-8694	0.1
3800	-16180.1	-8694	0.1
3900	-18955.95	-8694	0.1
4000	-17174.6	-8694	0.1
4100	-16037.6	-8694	0.1
4200	-21730.85	-8694	0.1
4300	-19796.9	-8694	0.1
4400	-20601.35	-8694	0.1
4500	-18637.35	-8694	0.1
4600	-18584.1	-8694	0.1
4700	-18741.2	-8694	0.1
4800	-19114.5	-8694	0.1
4900	-15656.3	-8694	0.1
Total Time: 39.950456857681274
Best Route: 1 22 32 49 36 35 34 39 40 38 37 48 5 15 24 6 4 25 46 44 16 50 20 23 31 18 3 45 19 41 8 9 10 43 33 51 12 28 27 26 47 13 14 52 11 29 30 42 7 2 21 17 
Fitness=-8694

EA2
Population Size	Generations	Mutation Rate	Crossover Rate	Breading Population Size	Tournament Size	Elite Size
20	5000	0.1	0.95	5	2	1
Current Generation	Average Fitness	Best Fitness	Mutation Rate
0	-28929.85	-8980	0.1
100	-16996.6	-8980	0.1
200	-25586.15	-8980	0.1
300	-17643.1	-8980	0.1
400	-19496.3	-8980	0.1
500	-20546.55	-8980	0.1
600	-19075.15	-8980	0.1
700	-16163.25	-8980	0.1
800	-18950.45	-8980	0.1
900	-23586.65	-8980	0.1
1000	-17444.75	-8980	0.1
1100	-23074.45	-8980	0.1
1200	-20486.0	-8980	0.1
1300	-18757.15	-8980	0.1
1400	-24647.1	-8980	0.1
1500	-15094.7	-8980	0.1
1600	-21930.95	-8980	0.1
1700	-18159.45	-8980	0.1
1800	-22767.35	-8980	0.1
1900	-21516.65	-8980	0.1
2000	-17692.35	-8921	0.1
2100	-22348.75	-8921	0.1
2200	-17341.3	-8921	0.1
2300	-21613.4	-8921	0.1
2400	-17014.3	-8921	0.1
2500	-17620.75	-8921	0.1
2600	-21485.4	-8921	0.1
2700	-23322.05	-8921	0.1
2800	-17534.7	-8921	0.1
2900	-18867.8	-8921	0.1
3000	-26236.5	-8921	0.1
3100	-16245.5	-8921	0.1
3200	-18413.1	-8921	0.1
3300	-16666.85	-8921	0.1
3400	-15208.15	-8921	0.1
3500	-21106.0	-8921	0.1
3600	-16485.2	-8921	0.1
3700	-16171.65	-8921	0.1
3800	-18628.5	-8921	0.1
3900	-17722.7	-8921	0.1
4000	-21439.9	-8921	0.1
4100	-15571.3	-8921	0.1
4200	-16921.2	-8921	0.1
4300	-16814.25	-8921	0.1
4400	-22316.65	-8921	0.1
4500	-23002.15	-8921	0.1
4600	-17888.35	-8921	0.1
4700	-17590.25	-8921	0.1
4800	-21659.7	-8921	0.1
4900	-22153.05	-8921	0.1
Total Time: 39.96212387084961
Best Route: 1 22 32 49 36 35 34 39 40 38 37 48 24 5 6 15 4 25 46 44 16 50 20 23 31 18 3 45 19 41 8 10 9 43 33 51 12 28 27 26 47 14 13 52 11 29 30 21 17 42 7 2 
Fitness=-8921

